phase,rank,candidate_key,experiment_id,feature_variant,window_length,stride,negative_to_positive_ratio,positive_class_weight_scale,learning_rate,dropout,rounds,max_train_examples_per_client,heldout_test_attached,validation_precision,validation_recall,validation_f1,validation_pr_auc,validation_fpr,threshold_used,test_accuracy,test_precision,test_recall,test_f1,test_auroc,test_pr_auc,test_fpr,test_confusion_matrix,wall_clock_training_seconds,config_path,run_output_root
fast,1,full_w32_s8_r5to1_pcw0p0_lr0p003_do0p05,P_C1_OPT_FAST_0001,full,32,8,5,0.0,0.003,0.05,10,256,False,0.02530459231490159,0.12053571428571429,0.041828040278853604,0.016597963662626593,0.07835455435847209,0.499282568693161,,,,,metric_unavailable_single_class,metric_unavailable_single_class,,"[[0, 0], [0, 0]]",7.527656499994919,configs/same_setup_optimization/fast/proposed_0001_c80d8c33cf.yaml,outputs_c1_same_setup_optimization/fast/0001_c80d8c33cf
fast,2,full_w32_s8_r8to1_pcw0p0_lr0p003_do0p05,P_C1_OPT_FAST_0002,full,32,8,8,0.0,0.003,0.05,10,256,False,0.027149321266968326,0.13392857142857142,0.045146726862302484,0.01617192401997373,0.08099148647630529,0.49890175461769104,,,,,metric_unavailable_single_class,metric_unavailable_single_class,,"[[0, 0], [0, 0]]",7.228891165999812,configs/same_setup_optimization/fast/proposed_0002_6be88555d2.yaml,outputs_c1_same_setup_optimization/fast/0002_6be88555d2
fast,3,full_w32_s8_r10to1_pcw0p0_lr0p003_do0p05,P_C1_OPT_FAST_0003,full,32,8,10,0.0,0.003,0.05,10,256,False,0.024114930733709596,0.20982142857142858,0.04325816843074091,0.016026101766887,0.14329842537482107,0.4982978403568268,,,,,metric_unavailable_single_class,metric_unavailable_single_class,,"[[0, 0], [0, 0]]",7.4929927500052145,configs/same_setup_optimization/fast/proposed_0003_b7d4393887.yaml,outputs_c1_same_setup_optimization/fast/0003_b7d4393887
fast,4,full_w32_s8_r15to1_pcw0p0_lr0p003_do0p05,P_C1_OPT_FAST_0004,full,32,8,15,0.0,0.003,0.05,10,256,False,0.025898078529657476,0.13839285714285715,0.043631245601688955,0.015200742582464928,0.08784750998267159,0.4992772042751312,,,,,metric_unavailable_single_class,metric_unavailable_single_class,,"[[0, 0], [0, 0]]",7.106297333994007,configs/same_setup_optimization/fast/proposed_0004_d05b1a2fa4.yaml,outputs_c1_same_setup_optimization/fast/0004_d05b1a2fa4
fast,5,full_w32_s8_r20to1_pcw0p0_lr0p003_do0p05,P_C1_OPT_FAST_0005,full,32,8,20,0.0,0.003,0.05,10,256,False,0.023762376237623763,0.16071428571428573,0.041403105232892465,0.014775243072957446,0.1114292172078656,0.49818313121795654,,,,,metric_unavailable_single_class,metric_unavailable_single_class,,"[[0, 0], [0, 0]]",7.276801041996805,configs/same_setup_optimization/fast/proposed_0005_2d9b83a9fe.yaml,outputs_c1_same_setup_optimization/fast/0005_2d9b83a9fe
fast,6,full_w64_s8_r5to1_pcw0p0_lr0p003_do0p05,P_C1_OPT_FAST_0006,full,64,8,5,0.0,0.003,0.05,10,256,False,0.025386313465783666,0.26953125,0.04640215198386012,0.017631629895708788,0.2001208733096623,0.4999905824661255,,,,,metric_unavailable_single_class,metric_unavailable_single_class,,"[[0, 0], [0, 0]]",14.316965166995942,configs/same_setup_optimization/fast/proposed_0006_8ffcf6f3f2.yaml,outputs_c1_same_setup_optimization/fast/0006_8ffcf6f3f2
fast,7,full_w64_s8_r8to1_pcw0p0_lr0p003_do0p05,P_C1_OPT_FAST_0007,full,64,8,8,0.0,0.003,0.05,10,256,False,0.02656621728786677,0.26171875,0.0482361411087113,0.017387029791887047,0.1854649845131072,0.49999433755874634,,,,,metric_unavailable_single_class,metric_unavailable_single_class,,"[[0, 0], [0, 0]]",14.35575166700437,configs/same_setup_optimization/fast/proposed_0007_7e0fac18ec.yaml,outputs_c1_same_setup_optimization/fast/0007_7e0fac18ec
fast,8,full_w64_s8_r10to1_pcw0p0_lr0p003_do0p05,P_C1_OPT_FAST_0008,full,64,8,10,0.0,0.003,0.05,10,256,False,0.027038269550748752,0.25390625,0.04887218045112782,0.01732848606484986,0.1767016695625897,0.5000302791595459,,,,,metric_unavailable_single_class,metric_unavailable_single_class,,"[[0, 0], [0, 0]]",14.218999541997619,configs/same_setup_optimization/fast/proposed_0008_40614ff991.yaml,outputs_c1_same_setup_optimization/fast/0008_40614ff991
fast,9,full_w64_s8_r15to1_pcw0p0_lr0p003_do0p05,P_C1_OPT_FAST_0009,full,64,8,15,0.0,0.003,0.05,10,256,False,0.026920031670625493,0.265625,0.04888569374550683,0.017142361969096978,0.18569162196872402,0.49994957447052,,,,,metric_unavailable_single_class,metric_unavailable_single_class,,"[[0, 0], [0, 0]]",14.029058708001685,configs/same_setup_optimization/fast/proposed_0009_a32d5b4fa1.yaml,outputs_c1_same_setup_optimization/fast/0009_a32d5b4fa1
fast,10,full_w64_s8_r20to1_pcw0p0_lr0p003_do0p05,P_C1_OPT_FAST_0010,full,64,8,20,0.0,0.003,0.05,10,256,False,0.02766798418972332,0.24609375,0.049743387287801026,0.017206696471157957,0.16725844224522174,0.5000186562538147,,,,,metric_unavailable_single_class,metric_unavailable_single_class,,"[[0, 0], [0, 0]]",14.059677749995899,configs/same_setup_optimization/fast/proposed_0010_55a72c1791.yaml,outputs_c1_same_setup_optimization/fast/0010_55a72c1791
fast,11,full_w64_s16_r5to1_pcw0p0_lr0p003_do0p05,P_C1_OPT_FAST_0011,full,64,16,5,0.0,0.003,0.05,10,256,False,0.02588235294117647,0.2558139534883721,0.04700854700854701,0.017937316931002038,0.18766999093381687,0.5000538229942322,,,,,metric_unavailable_single_class,metric_unavailable_single_class,,"[[0, 0], [0, 0]]",9.416983125003753,configs/same_setup_optimization/fast/proposed_0011_fa2eacecbd.yaml,outputs_c1_same_setup_optimization/fast/0011_fa2eacecbd
fast,12,full_w64_s16_r8to1_pcw0p0_lr0p003_do0p05,P_C1_OPT_FAST_0012,full,64,16,8,0.0,0.003,0.05,10,256,False,0.02714164546225615,0.24806201550387597,0.04892966360856269,0.017713844439217252,0.17331520096705955,0.5000295042991638,,,,,metric_unavailable_single_class,metric_unavailable_single_class,,"[[0, 0], [0, 0]]",11.567409041999781,configs/same_setup_optimization/fast/proposed_0012_a04db11e43.yaml,outputs_c1_same_setup_optimization/fast/0012_a04db11e43
fast,13,full_w64_s16_r10to1_pcw0p0_lr0p003_do0p05,P_C1_OPT_FAST_0013,full,64,16,10,0.0,0.003,0.05,10,256,False,0.027515047291487533,0.24806201550387597,0.04953560371517028,0.01769277523472552,0.17089755213055305,0.5000139474868774,,,,,metric_unavailable_single_class,metric_unavailable_single_class,,"[[0, 0], [0, 0]]",11.898903499997687,configs/same_setup_optimization/fast/proposed_0013_0be51c97e4.yaml,outputs_c1_same_setup_optimization/fast/0013_0be51c97e4
fast,14,full_w64_s16_r15to1_pcw0p0_lr0p003_do0p05,P_C1_OPT_FAST_0014,full,64,16,15,0.0,0.003,0.05,10,256,False,0.02789886660854403,0.24806201550387597,0.050156739811912224,0.0176500584837792,0.16847990329404655,0.500005841255188,,,,,metric_unavailable_single_class,metric_unavailable_single_class,,"[[0, 0], [0, 0]]",11.564357000002929,configs/same_setup_optimization/fast/proposed_0014_f87badcbb1.yaml,outputs_c1_same_setup_optimization/fast/0014_f87badcbb1
fast,15,full_w64_s16_r20to1_pcw0p0_lr0p003_do0p05,P_C1_OPT_FAST_0015,full,64,16,20,0.0,0.003,0.05,10,256,False,0.027287319422150885,0.26356589147286824,0.04945454545454545,0.017524279175616636,0.18313689936536717,0.4999430775642395,,,,,metric_unavailable_single_class,metric_unavailable_single_class,,"[[0, 0], [0, 0]]",11.604585375003808,configs/same_setup_optimization/fast/proposed_0015_8b0162eba4.yaml,outputs_c1_same_setup_optimization/fast/0015_8b0162eba4
fast,16,no_constants_w32_s8_r5to1_pcw0p0_lr0p003_do0p05,P_C1_OPT_FAST_0016,no_constants,32,8,5,0.0,0.003,0.05,10,256,False,0.1794871794871795,0.09375,0.12316715542521994,0.07867797620754201,0.007232728094628192,0.49966466426849365,,,,,metric_unavailable_single_class,metric_unavailable_single_class,,"[[0, 0], [0, 0]]",7.553473583000596,configs/same_setup_optimization/fast/proposed_0016_c856599150.yaml,outputs_c1_same_setup_optimization/fast/0016_c856599150
fast,17,no_constants_w32_s8_r8to1_pcw0p0_lr0p003_do0p05,P_C1_OPT_FAST_0017,no_constants,32,8,8,0.0,0.003,0.05,10,256,False,0.5348837209302325,0.10267857142857142,0.17228464419475656,0.11380662871444677,0.00150681835304754,0.5017405152320862,,,,,metric_unavailable_single_class,metric_unavailable_single_class,,"[[0, 0], [0, 0]]",6.490958041002159,configs/same_setup_optimization/fast/proposed_0017_2f4255c8b7.yaml,outputs_c1_same_setup_optimization/fast/0017_2f4255c8b7
fast,18,no_constants_w32_s8_r10to1_pcw0p0_lr0p003_do0p05,P_C1_OPT_FAST_0018,no_constants,32,8,10,0.0,0.003,0.05,10,256,False,0.41025641025641024,0.14285714285714285,0.2119205298013245,0.13446099478409823,0.0034656822120093423,0.501154363155365,,,,,metric_unavailable_single_class,metric_unavailable_single_class,,"[[0, 0], [0, 0]]",6.668095374996483,configs/same_setup_optimization/fast/proposed_0018_894edf81b7.yaml,outputs_c1_same_setup_optimization/fast/0018_894edf81b7
fast,19,no_constants_w32_s8_r15to1_pcw0p0_lr0p003_do0p05,P_C1_OPT_FAST_0019,no_constants,32,8,15,0.0,0.003,0.05,10,256,False,0.8947368421052632,0.15178571428571427,0.2595419847328244,0.15819563587584548,0.00030136367060950805,0.5018792152404785,,,,,metric_unavailable_single_class,metric_unavailable_single_class,,"[[0, 0], [0, 0]]",7.309033999998064,configs/same_setup_optimization/fast/proposed_0019_144de2a60f.yaml,outputs_c1_same_setup_optimization/fast/0019_144de2a60f
fast,20,no_constants_w32_s8_r20to1_pcw0p0_lr0p003_do0p05,P_C1_OPT_FAST_0020,no_constants,32,8,20,0.0,0.003,0.05,10,256,False,0.918918918918919,0.15178571428571427,0.26053639846743293,0.16812396331474191,0.000226022752957131,0.501854658126831,,,,,metric_unavailable_single_class,metric_unavailable_single_class,,"[[0, 0], [0, 0]]",6.973373166001693,configs/same_setup_optimization/fast/proposed_0020_d98bf876b4.yaml,outputs_c1_same_setup_optimization/fast/0020_d98bf876b4
fast,21,no_constants_w64_s8_r5to1_pcw0p0_lr0p003_do0p05,P_C1_OPT_FAST_0021,no_constants,64,8,5,0.0,0.003,0.05,10,256,False,0.2268041237113402,0.0859375,0.12464589235127478,0.06672417474357337,0.00566593639042079,0.5000637173652649,,,,,metric_unavailable_single_class,metric_unavailable_single_class,,"[[0, 0], [0, 0]]",12.512781083001755,configs/same_setup_optimization/fast/proposed_0021_72b372ab79.yaml,outputs_c1_same_setup_optimization/fast/0021_72b372ab79
fast,22,no_constants_w64_s8_r8to1_pcw0p0_lr0p003_do0p05,P_C1_OPT_FAST_0022,no_constants,64,8,8,0.0,0.003,0.05,10,256,False,0.5192307692307693,0.10546875,0.17532467532467533,0.11361588617537476,0.0018886454634735967,0.5015897750854492,,,,,metric_unavailable_single_class,metric_unavailable_single_class,,"[[0, 0], [0, 0]]",12.598616458999459,configs/same_setup_optimization/fast/proposed_0022_da4bf92750.yaml,outputs_c1_same_setup_optimization/fast/0022_da4bf92750
fast,23,no_constants_w64_s8_r10to1_pcw0p0_lr0p003_do0p05,P_C1_OPT_FAST_0023,no_constants,64,8,10,0.0,0.003,0.05,10,256,False,0.5263157894736842,0.1171875,0.19169329073482427,0.13117458100390755,0.0020397371005514845,0.5011765360832214,,,,,metric_unavailable_single_class,metric_unavailable_single_class,,"[[0, 0], [0, 0]]",12.528332333997241,configs/same_setup_optimization/fast/proposed_0023_298ba11240.yaml,outputs_c1_same_setup_optimization/fast/0023_298ba11240
fast,24,no_constants_w64_s8_r15to1_pcw0p0_lr0p003_do0p05,P_C1_OPT_FAST_0024,no_constants,64,8,15,0.0,0.003,0.05,10,256,False,0.8181818181818182,0.140625,0.24,0.1556110821334134,0.000604366548311551,0.5011945962905884,,,,,metric_unavailable_single_class,metric_unavailable_single_class,,"[[0, 0], [0, 0]]",14.172275582997827,configs/same_setup_optimization/fast/proposed_0024_899cd2ba93.yaml,outputs_c1_same_setup_optimization/fast/0024_899cd2ba93
fast,25,no_constants_w64_s8_r20to1_pcw0p0_lr0p003_do0p05,P_C1_OPT_FAST_0025,no_constants,64,8,20,0.0,0.003,0.05,10,256,False,0.7843137254901961,0.15625,0.26058631921824105,0.17267140548162055,0.0008310040039283826,0.5010638236999512,,,,,metric_unavailable_single_class,metric_unavailable_single_class,,"[[0, 0], [0, 0]]",13.76499658299872,configs/same_setup_optimization/fast/proposed_0025_9e71b46daa.yaml,outputs_c1_same_setup_optimization/fast/0025_9e71b46daa
fast,26,no_constants_w64_s16_r5to1_pcw0p0_lr0p003_do0p05,P_C1_OPT_FAST_0026,no_constants,64,16,5,0.0,0.003,0.05,10,256,False,0.2,0.07751937984496124,0.11173184357541899,0.05878415033892237,0.0060441220912662436,0.5004451870918274,,,,,metric_unavailable_single_class,metric_unavailable_single_class,,"[[0, 0], [0, 0]]",7.803412790999573,configs/same_setup_optimization/fast/proposed_0026_05c3f9e217.yaml,outputs_c1_same_setup_optimization/fast/0026_05c3f9e217
fast,27,no_constants_w64_s16_r8to1_pcw0p0_lr0p003_do0p05,P_C1_OPT_FAST_0027,no_constants,64,16,8,0.0,0.003,0.05,10,256,False,0.7222222222222222,0.10077519379844961,0.17687074829931973,0.11696438104180878,0.0007555152614082804,0.5017035603523254,,,,,metric_unavailable_single_class,metric_unavailable_single_class,,"[[0, 0], [0, 0]]",13.081158665998373,configs/same_setup_optimization/fast/proposed_0027_4766ee1272.yaml,outputs_c1_same_setup_optimization/fast/0027_4766ee1272
fast,28,no_constants_w64_s16_r10to1_pcw0p0_lr0p003_do0p05,P_C1_OPT_FAST_0028,no_constants,64,16,10,0.0,0.003,0.05,10,256,False,0.875,0.10852713178294573,0.19310344827586207,0.13158865434314654,0.0003022061045633122,0.5017045140266418,,,,,metric_unavailable_single_class,metric_unavailable_single_class,,"[[0, 0], [0, 0]]",11.797440499998629,configs/same_setup_optimization/fast/proposed_0028_bc100baf05.yaml,outputs_c1_same_setup_optimization/fast/0028_bc100baf05
fast,29,no_constants_w64_s16_r15to1_pcw0p0_lr0p003_do0p05,P_C1_OPT_FAST_0029,no_constants,64,16,15,0.0,0.003,0.05,10,256,False,0.59375,0.14728682170542637,0.2360248447204969,0.1590671976244152,0.001964339679661529,0.5013793110847473,,,,,metric_unavailable_single_class,metric_unavailable_single_class,,"[[0, 0], [0, 0]]",11.290637167003297,configs/same_setup_optimization/fast/proposed_0029_0361e30f48.yaml,outputs_c1_same_setup_optimization/fast/0029_0361e30f48
fast,30,no_constants_w64_s16_r20to1_pcw0p0_lr0p003_do0p05,P_C1_OPT_FAST_0030,no_constants,64,16,20,0.0,0.003,0.05,10,256,False,0.8076923076923077,0.16279069767441862,0.2709677419354839,0.17529704588182488,0.0007555152614082804,0.5010256171226501,,,,,metric_unavailable_single_class,metric_unavailable_single_class,,"[[0, 0], [0, 0]]",11.307150500004354,configs/same_setup_optimization/fast/proposed_0030_6cc7e0ab2f.yaml,outputs_c1_same_setup_optimization/fast/0030_6cc7e0ab2f
fast,31,no_constants_no_corr_w32_s8_r5to1_pcw0p0_lr0p003_do0p05,P_C1_OPT_FAST_0031,no_constants_no_corr,32,8,5,0.0,0.003,0.05,10,256,False,0.9056603773584906,0.42857142857142855,0.5818181818181818,0.49180150692593316,0.00075340917652377,0.5031788945198059,,,,,metric_unavailable_single_class,metric_unavailable_single_class,,"[[0, 0], [0, 0]]",6.362718708005559,configs/same_setup_optimization/fast/proposed_0031_c4ea20e400.yaml,outputs_c1_same_setup_optimization/fast/0031_c4ea20e400
fast,32,no_constants_no_corr_w32_s8_r8to1_pcw0p0_lr0p003_do0p05,P_C1_OPT_FAST_0032,no_constants_no_corr,32,8,8,0.0,0.003,0.05,10,256,False,0.8956521739130435,0.45982142857142855,0.6076696165191741,0.5170828782994303,0.000904091011828524,0.5030010342597961,,,,,metric_unavailable_single_class,metric_unavailable_single_class,,"[[0, 0], [0, 0]]",6.239726833999157,configs/same_setup_optimization/fast/proposed_0032_5c74c654ff.yaml,outputs_c1_same_setup_optimization/fast/0032_5c74c654ff
fast,33,no_constants_no_corr_w32_s8_r10to1_pcw0p0_lr0p003_do0p05,P_C1_OPT_FAST_0033,no_constants_no_corr,32,8,10,0.0,0.003,0.05,10,256,False,0.8991596638655462,0.47767857142857145,0.6239067055393586,0.5331699000517233,0.000904091011828524,0.502906084060669,,,,,metric_unavailable_single_class,metric_unavailable_single_class,,"[[0, 0], [0, 0]]",6.385944916000881,configs/same_setup_optimization/fast/proposed_0033_548d2c0660.yaml,outputs_c1_same_setup_optimization/fast/0033_548d2c0660
